STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_is,Information society indicator,ind_type,Individual type,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2017,,64.57,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2018,,65.32,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2019,,68.86,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2020,,73.99,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2021,,77.24,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2022,,78.54,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2023,,81.32,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,HU,Hungary,2024,,81.01,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2013,,47.51,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2014,,50.43,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2015,,52.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2016,,57.89,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2017,,58.86,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2018,,60.13,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2019,,63.58,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2020,,60.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2021,,69.06,,b,break in time series,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2022,,72.07,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2023,,70.06,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IE,Ireland,2024,,74.50,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2013,,78.88,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2014,,82.73,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2017,,89.46,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2018,,90.87,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2019,,91.65,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2020,,93.82,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2021,,92.98,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IS,Iceland,2024,,89.83,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2013,,31.63,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2014,,36.21,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2015,,38.05,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2016,,41.54,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2017,,43.36,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2018,,46.48,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2019,,42.30,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2020,,48.42,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2021,,50.19,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2022,,53.19,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2023,,53.06,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,IT,Italy,2024,,55.96,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2013,,43.60,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2014,,47.02,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2015,,46.27,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2016,,50.34,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2017,,53.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2018,,57.95,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2019,,60.57,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2020,,61.45,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2021,,65.19,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2022,,67.30,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2023,,68.45,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LT,Lithuania,2024,,69.84,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2013,,56.68,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2014,,60.49,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2015,,68.28,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2016,,67.05,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2017,,68.08,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2018,,63.76,,b,break in time series,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2019,,62.51,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2020,,59.53,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2021,,61.95,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2022,,61.78,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2023,,62.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LU,Luxembourg,2024,,67.70,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2013,,54.45,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2014,,52.74,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2015,,57.50,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2016,,57.07,,b,break in time series,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2017,,59.90,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2018,,61.47,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2019,,64.66,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2020,,67.09,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2021,,69.76,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2022,,71.19,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2023,,73.25,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,LV,Latvia,2024,,74.14,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2017,,58.38,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2018,,60.38,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2019,,62.15,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2020,,67.37,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2021,,71.39,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2022,,77.32,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2023,,77.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,ME,Montenegro,2024,,78.84,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2013,,55.16,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2014,,54.32,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2015,,58.85,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2016,,59.55,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2017,,62.42,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2018,,64.86,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2019,,68.30,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2020,,69.77,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2021,,73.54,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MK,North Macedonia,2024,,76.66,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MT,Malta,2013,,50.93,,,,,
dataflow,ESTAT:TIN00127(1.0),Individuals using the internet for participating in social networks,A,Annual,PC_IND,Percentage of individuals,I_IUSNET,"Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL,All individuals,MT,Malta,2014,,53.12,,,,,
